A2,A3,A8,A11,A14,A15,A1,A4,A5,A6,A7,A9,A10,A12,A13,A3_to_A8_ratio,has_positive_A11,A16
-0.04324860057151763,-1.0138489328304117,-0.27487010088941244,-0.2939036064898985,0.1681735146466467,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.745770980507596,1.1571443517761548,0
2.4290597505459157,-0.037750696048291364,0.596560828851625,1.5580917220765853,-0.9324180083719409,0.833130629376188,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.004391789142215,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.3838880066972452,1.1571443517761548,0
-0.6053790554053303,-0.9044208793795013,-0.15316187047865304,-0.6643026722031953,0.7080863372595387,1.5345448935366206,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.004391789142215,-0.836438809028894,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,-0.31717104994778084,-0.6802101188845548,-0.8641964146176347,0
-0.3096611384074479,-0.6768105282016078,0.9422122032181817,1.1876926563632886,-0.5378663303086736,-0.6467471931138161,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.639493373244982,1.1571443517761548,0
-0.9899011516818562,0.21721666849232976,-0.05092695693361515,-0.6643026722031953,-0.3994271450233167,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,3.2705014822484286,-0.06536535941976136,-0.8641964146176347,0
0.06775662352678666,-0.13842450522312888,0.3336710511643846,-0.6643026722031953,1.2618430784009664,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,0.7708910025828726,0.7578782579046334,0.9546503761693188,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,-0.3711374855187896,-0.8641964146176347,0
0.16455317894050828,-0.7862385816525181,2.190938647232573,-0.6643026722031953,-0.09486093739553145,1.972264590583709,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.2378925757015575,-0.836438809028894,0.9546503761693188,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,-0.6991658567290842,-0.8641964146176347,0
-0.7456896586655868,1.5215990656271814,-0.863937936077488,-0.6643026722031953,-0.6763055155940305,1.972264590583709,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,-0.8636145033325247,0.7578782579046334,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,-0.31717104994778084,2.905779894025728,-0.8641964146176347,0
2.051641988611681,-0.9044208793795013,1.0444471167632197,-0.6643026722031953,0.015890410832754092,0.17954006504487563,0.6614378277661477,1.783978454561761,1.7944903916653874,0.5373902160235301,-0.836438809028894,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,-0.31717104994778084,-0.7127261913830794,-0.8641964146176347,0
0.9930961716102513,0.06182883259203707,0.6574149440570047,-0.6643026722031953,-0.8701203749935302,1.972264590583709,0.6614378277661477,1.783978454561761,1.7944903916653874,1.4713933622609,0.7578782579046334,0.9546503761693188,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,-0.3589382855769272,-0.8641964146176347,0
-0.8202851692596476,-0.8321983641019005,0.17058202241396703,-0.6643026722031953,-0.34405147090917393,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,-0.836438809028894,-1.0475039081979456,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,-0.6598065016021867,-0.8641964146176347,0
-0.12406040371508284,-0.6122479766655707,1.2270094623793588,-0.6643026722031953,0.5696471519741818,-0.12334336720622037,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,-0.836438809028894,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,-0.31717104994778084,-0.6330210451015225,-0.8641964146176347,0
0.6156784096760167,0.2992877085805125,-0.3965783313001719,-0.6643026722031953,-1.2300622567354582,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,0.5373902160235301,0.7578782579046334,0.9546503761693188,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,0.2376419438380209,-0.8641964146176347,0
1.4886234919850814,0.30804195285658537,-0.863937936077488,-0.6643026722031953,-1.2300622567354582,1.972264590583709,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,0.5373902160235301,0.7578782579046334,-1.0475039081979456,-0.8641964146176347,-0.9191951838952687,-0.31717104994778084,1.158015578161483,-0.8641964146176347,0
1.2888140886081336,1.2841401896387057,1.5507533552719788,1.928490787789882,-1.2300622567354582,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.004391789142215,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.17211344130598613,1.1571443517761548,0
0.47536780641576026,-0.047599220858873276,-0.7617030225324501,2.1136903206465303,0.9849647078302526,-0.6547178097520028,0.6614378277661477,1.783978454561761,1.7944903916653874,0.5373902160235301,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,0.41203383575531033,1.1571443517761548,0
-0.2723633831104175,-0.8223498392913186,-0.4160516481658934,0.446894524936695,1.511033611914609,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,0.7708910025828726,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.5994297715275935,1.1571443517761548,0
-0.7163842795036346,0.27193069521778496,0.6598491086652198,2.1136903206465303,-0.3994271450233167,-0.0037841176334193235,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.004391789142215,0.7578782579046334,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.28393637375056163,1.1571443517761548,0
-0.8424862140793085,-0.9591349061049564,-0.5596673600505895,-0.6643026722031953,-1.2300622567354582,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-0.6301137167731822,-0.836438809028894,0.9546503761693188,-0.8641964146176347,1.0879082239773117,-0.31717104994778084,-0.6965511144242318,-0.8641964146176347,0
-1.0787053309604997,0.8650307449217192,-0.5182865617109313,1.928490787789882,-0.565554167365745,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,-0.8636145033325247,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,0.862343296731856,1.1571443517761548,0
-0.5609769657660086,1.4482822698150712,0.3336710511643846,2.1136903206465303,0.15432959611811103,1.972264590583709,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,0.7578782579046334,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,0.30788572414842214,1.1571443517761548,0
-0.7163842795036346,-0.794992825928591,-0.4769057633712731,-0.6643026722031953,0.8465255225448957,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,0.7578782579046334,0.9546503761693188,-0.8641964146176347,-0.9191951838952687,3.2705014822484286,-0.5671310305810534,-0.8641964146176347,0
1.4593181128231292,0.7369999223841539,2.190938647232573,1.5580917220765853,-1.2300622567354582,1.972264590583709,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.38727002836519747,1.1571443517761548,0
-0.3460708519116914,2.1595646172459886,0.6184683103255616,-0.2939036064898985,-0.3994271450233167,-0.6254922154119847,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.7048941488202425,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,0.4177938830592294,1.1571443517761548,0
0.8749866131696556,0.40871576203142285,-0.6399947921216907,0.446894524936695,-0.22637816341662054,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,1.004391789142215,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,0.674714354658295,1.1571443517761548,0
-1.3753112897511688,-0.8858181102928465,-0.15316187047865304,0.07649545922339826,-0.5378663303086736,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,-1.097115289891867,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.6690647724086379,1.1571443517761548,0
1.3927149783641466,1.8312804568932575,1.6310807873430802,2.1136903206465303,-1.2300622567354582,-0.6547178097520028,-1.5118578920369088,-0.5429499644318405,-0.5594989053861664,0.0703886429048452,-2.0321766092290394,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.054537240767503034,1.1571443517761548,0
2.2434590158535506,2.6013803830540385,2.190938647232573,2.1136903206465303,-1.2300622567354582,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-0.6301137167731822,-2.0321766092290394,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.005522530107315342,1.1571443517761548,0
2.3180545264476113,0.8464279758350642,2.190938647232573,0.446894524936695,-1.2300622567354582,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-0.3966129302138397,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.3648637188562976,1.1571443517761548,0
0.9557984163132208,-0.7862385816525181,1.5507533552719788,1.5580917220765853,2.2309173753984646,1.972264590583709,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.6889515671009604,1.1571443517761548,0
-0.18355920383177407,2.2230328882475163,1.5702266721377003,1.1876926563632886,-0.06717310033846007,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,-1.3306160764512096,0.7578782579046334,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,0.05691539648311438,1.1571443517761548,0
0.9486940819709295,1.1287523537384128,2.190938647232573,2.1136903206465303,-1.2300622567354582,-0.6547178097520028,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,1.7048941488202425,-0.836438809028894,0.9546503761693188,1.1571443517761548,-0.9191951838952687,-0.31717104994778084,-0.3070554403233358,1.1571443517761548,0
1.6147254265607551,0.6461746380198983,2.190938647232573,2.1136903206465303,-1.2300622567354582,1.972264590583709,0.6614378277661477,-0.5429499644318405,-0.5594989053861664,0.0703886429048452,-2.0321766092290394,0.9546503761693188,1.1571443517761548,1.0879082239773117,-0.31717104994778084,-0.4058672652575844,1.1571443517761548,0
